"Data Source","World Development Indicators",

"Last Updated Date","2025-12-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"European Union","EUU","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","19.3452991262767","","20.9907041099684","20.1624268575678","19.392677712001","18.5301419682539","15.7180338352017","14.9352278252291","15.4952402354358","17.8943451266917","20.4594821471789","22.5163755387045","21.0333721916794","21.6460908540016","21.0858780292832","20.0193759038383","20.1795137799559","19.2385008545657","19.0445460434744","20.1549554782466","20.3196059796662","20.8364914274043","20.7361795061466","18.5399848255563","16.0679219067823","16.2297223456683","21.9357466717707","23.1111209606364","23.5671975624103","25.8813905861553","26.8460624337532","25.9379627097429","24.3698065491845","22.433750078418","20.190361426703","18.276726774679","17.0005737961093","18.6409810995093","18.3052666170131","16.1309165901227","16.4101883132747","16.2736005034606",
"Fragile and conflict affected situations","FCS","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","12.28","8.26","9.82","","","","","","","","","9.39","16.418","25.946","31.073","31.515","41.304","41.877","34.191","33.976","27.544","27.49","25.699","28.643","27.752","27.865","27.927","26.829","16.442","17.135","24.148","23.776","21.764","19.933","22.929","22.798","25.36","21.764","20.948","17.283","18.737","23.157","17.823","14.374","16.93","19.611",
"Fiji","FJI","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","10.66","","","","","","","","","","","","","","11.27","","","","","","","","","7.09","","14.332","","","","12.139","","","13.86","","11.857","","","","","","","","13.632",
"France","FRA","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","15.959","20.757","22.884","21.506","19.967","19.119","16.152","16.826","17.007","18.592","23.506","27.18","23.668","25.027","26.963","24.142","24.739","19.001","16.005","17.475","16.489","19.749","20.132","21.17","18.916","19.16","25.1","22.759","22.158","25.273","24.095","25.777","26.605","25.346","23.54","21.962","21.091","20.45","19.468","19.235","18.436","18.991",
"Faroe Islands","FRO","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.375","","","","","","","","","","",
"Gabon","GAB","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.67","","","","","","","","","","","","","","","","","30.55","","","","","","","","","","","","","","",
"United Kingdom","GBR","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","22.422","20.821","19.598","19.754","17.198","14.346","11.227","11.399","15.938","19.03","20.853","19.299","18.012","17.922","15.646","14.002","14.249","13.473","11.783","12.824","13.053","11.627","14.753","16.102","16.238","17.502","22.421","22.552","24.294","25.049","23.558","19.698","16.76","15.001","14.032","12.679","12.398","15.298","14.516","13.092","14.298","16.556",
"Georgia","GEO","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.41","21.55","20.26","28.35","20.05","25.16","26.8","","28.11","34.45","40.208","39.096","39.701","36.651","41.328","40.611","35.053","37.676","26.253","26.706","28.926","30.498","","","","",
"Ghana","GHA","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.32","","","","","","","","","16.687","","","","","","9.827","","","","10.365","","","4.199","","15.813","","6.364","","","","0.874","5.155","","",
"Gibraltar","GIB","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.936","","","","","","","","","","","","6.586","","","","","6.072","","","","","",
"Gambia, The","GMB","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.744","","","","","","7.963","","","","","10.604","",
"Guinea-Bissau","GNB","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.929","","","","3.715","","",
"Equatorial Guinea","GNQ","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","10.89","14.57","17.117","17.415","17.738","15.986","17.671","17.491","17.047","15.252","16.875","18.748","21.448","21.333","20.935","22.212","23.385","22.838","23.108","21.821","21.681","19.877","18.786","19.132","19.023","17.23","15.665","16.846","19.352","26.886","39.182","49.204","54.149","47.602","45.368","44.479","39.102","36.628","32.763","30.069","31.108","25.138","24.321","21.049",
"Grenada","GRD","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.49","","","32.08","","19.33","","25.38","","","","","","","","","","","","","","","","","","","","15.432","21.788","22.754","29.288","","16.088","",
"Greenland","GRL","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.769","4.024","4.558","","2.701","","","","4.709","4.498","3.766","5.492","4.58","3.826","4.452","3.723","3.781","4.042","","3.049","4.516","4.141","",
"Guam","GUM","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","28.85","","","16.49","","","","","","","","","","","","","","","","29.14","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.21","","","","","20.8","","","","","","","","","","20.63","","","","","","","","","","","","","","","","20.047","22.401","","","","","",
"High income","HIC","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","17.095390506997","15.9880000487364","15.8849941390382","15.1141967074504","14.4196187184532","13.264251374305","11.7940989806402","11.8313069233266","13.2781439984775","14.5762783095937","15.1324435147642","15.5563138581216","15.5847975593863","16.0411603189936","16.3887861586185","14.8714762069921","15.0086450461423","14.3038009623779","14.6380883063083","15.6768146153312","15.9505258573763","15.7046025014148","15.4959075764628","14.7084478498093","13.8199100292264","14.458323762771","19.07591583316","19.0438764601384","18.2560454125586","18.5958617290103","18.3666424498855","17.3426738803275","16.1714197885561","15.1119359981439","14.2355929349442","13.2828402693938","12.5722434463103","15.79262065389","13.6975921997944","11.7819697668802","11.5150156383193","11.6135476111292",
"Hong Kong SAR, China","HKG","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","7.62","7.84","4.84","6.93","7.76","7.26","6.55","6.03","3.78","3.66","3.13","","4.72","4.75","4.86","5.07","7.75","7.66","5.78","12.06","","11.87","13.42","18.05","18.15","15.05","13.75","12.91","11.01","10.38","15.15","14.067","10.945","10.906","11.315","10.415","11.399","10.995","9.189","9.979","10.594","17.451","15.22","11.979","9.546","10.362",
"Honduras","HND","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.79","4.6","4.407","4.122","4.337","5.592","5.538","4.699","7.154","9.074","6.588","8.179","7.393","7.673","7.63","11.131","11.424","8.889","8.128","6.539",
"Heavily indebted poor countries (HIPC)","HPC","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.54","","","","","","","","","","","34.323","33.813","29.454","30.214","27.194","22.166","20.632","23.737","31.499","37.04","42.641","50.149","45.09","41.456","30.888","27.542","19.338","15.266","18.64","18.311","14.7","17.108","15.896",
"Haiti","HTI","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.3","","","","","","","","","15.1","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hungary","HUN","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.983","18.839","17.101","13.504","13.666","11.557","12.327","13.462","14.577","19.633","18.649","17.41","18.874","27.853","27.758","26.972","29.073","25.593","19.977","18.283","12.942","9.712","9.815","11.902","12.059","12.187","11.375","13.209","15.435",
"IBRD only","IBD","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.9508569796862","","","","","","","","","","","","12.9755904012114","","","","","","","","20.5144673988473","18.9669296184472","16.1850124350128","","",
"IDA & IBRD total","IBT","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA total","IDA","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.56744978625789","","7.24730624126939","","","","","","16.2988872928927","","","","","",
"Indonesia","IDN","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.798","7.944","8.405","8.757","12.875","","14.317","14.252","15.701","18.988","19.69","18.906","21.211","20.946","22.388","23.791","22.713","20.892","18.37","17.768","16.739","17.775","15.173","15.522","15.495","17.016","15.818","14.515","16.242","13.866","15.159","14.742","14.458","13.145","",
"IDA only","IDX","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.98","","","","","9.57","","","","","4.88","","","","","9.16","","","","","","","","","","","","","","","","","","",
"India","IND","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.596","","","","","","8.434","","","","","9.069","","","","","9.36","","9.672","","","","","","26.18","22.579","24.292","20.842","17.471","15.429","14.998",
"Not classified","INX","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","23.309","26.123","26.323","29.098","28.57","27.125","23.663","20.892","24.707","24.311","26.895","25.119","20.29","19.05","16.75","11.825","8.674","6.225","6.504","8.817","9.029","8.896","9.092","8.701","10.248","16.463","31.567","34.763","36.125","37.426","30.31","26.581","23.559","19.668","16.053","14.791","14.177","15.252","15.079","9.32","10.82","10.905",
"Iran, Islamic Rep.","IRN","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.655","21.176","20.188","20.34","22.787","25.546","23.05","23.395","20.148","21.361","22.375","25.533","24.314","24.348","22.785","21.225","20.929","19.898","18.663","",
"Iraq","IRQ","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.044","","","","","14.642","","16.98","","20.09","21.99","","","","31.584","","","",
"Iceland","ISL","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.798","8.925","10.185","12.95","14.133","9.496","8.448","6.313","3.472","5.016","5.689","9.524","12.68","16.247","8.631","8.902","7.73","8.912","19.744","18.371","18.151","14.695","13.554","12.931","10.933","6.661","8.587","6.488","11.833","11.076","13.235","11.594","10.231","8.792",
"Israel","ISR","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","7.83","","10.15","","9.98","8.33","13.36","13.81","12.91","12.75","15.67","17.77","","","","","","","","","","","","","","","","","","","","","17.297","15.041","11.865","15.692","14.543","11.81","11.512","10.352","9.996","8.869","8.182","6.638","6.877","5.982","7.418","7.471","7.089","6.091","4.583",
"Italy","ITA","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","20.77","21.15","20.54","","25.07","23.813","26.151","26.343","27.281","28.734","27.859","25.87","23.439","23.807","24.496","26.385","28.709","29.777","30.811","29.747","30.242","28.622","28.375","24.814","23.734","23.696","21.022","21.619","19.243","18.359","18.847","23.207","26.887","27.114","33.745","39.016","41.287","38.785","36.459","32.988","30.395","27.767","28.182","27.658","22.295","21.083","19.171",
"Jamaica","JAM","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","24.14","27.65","","28.43","","48.04","29.67","32.26","","","42","","","33.74","","19.06","","17.89","","18.68","","","","24.12","","","","","","","","","","13.973","16.541","17.745","16.785","18.133","21.041","19.878","26.603","19.444","17.038","14.177","11.78","16.554","13.312","11.024","7.818","",
"Jordan","JOR","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.775","31.475","31.516","36.647","34.827","40.52","41.547","40.481","38.993","",
"Japan","JPN","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","1.9","1.9","2.1","2.3","2.7","2.5","2.7","3.5","3.4","4","4.4","3.6","4","4.2","4.5","4.6","4.9","4.8","5.2","5.4","5.1","4.7","4.5","4.7","4.6","4.9","5.6","6.3","6.8","6.7","8.4","10.1","10.315","10.656","11.356","11.638","11.015","10.006","9.234","8.348","7.859","10.161","10.785","9.381","8.926","7.685","6.949","5.848","5.708","4.814","4.139","4.125","5.255","5.321","5.125","4.4","4",
"Kazakhstan","KAZ","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.67","12.92","13.09","","","","6.76","5.46","4.77","4.18","2.88","3.63","","","","3.62","","","3.42","","2.84","","",
"Kenya","KEN","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.933","","","","","","18.879","","","","","","","","","","","7.288","","","11.977","","8.185","12.764","","",
"Kyrgyz Republic","KGZ","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.27","","13.54","13.33","13.55","","","15.27","14.443","13.197","11.461","7.857","7.257","6.91","7.181","6.47","7.781","10.531","9.902","10.14","9.124","9.176","",
"Cambodia","KHM","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.33","1.085","","","5.421","3.601","","1.591","","","","2.413","1.522","0.776","0.99","0.769","1.782","0.798","1.074","0.526","1.029","","","1.769","0.4","0.71","","1.024","",
"Kiribati","KIR","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.22","","","","","47.6","","","","","22.201","","","","20.888","23.451","","","5.299","",
"St. Kitts and Nevis","KNA","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","15.66","","","","","","","","","","","10.51","","","","","","","","","","12.08","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","11.13","","","","","","","","","","","12.301","","","","","","","","","","","","","","12.648","11.473","9.578","11.219","11.405","11.179","10.516","10.341","11.111","11.1","10.158","10.152","8.366","9.127","9.553","10.092","10.482","10.28","10.556","10.383","10.986","9.125","7.382","5.431","6.383",
"Kuwait","KWT","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","5.27","","","","","","","","","","","","","","","","","","","","","","11.84","","","","","","","","","11.6","11.1","9.39","","","","","","","","",
"Latin America & Caribbean (excluding high income)","LAC","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.14345226285493","","","","11.114831351339","10.2907628187076","11.6424922652526","11.6112408992975","","","12.6548172111974","12.8201048302749","13.3517383969664","13.4860277396984","11.5503348432462","11.4424654882137","11.3657982629109","12.8166444231647","","11.4969528786955","10.8002130038261","11.1569584678051","11.0462503613151","11.6411640668318","14.3335395591514","15.0977007860629","15.1180839855374","15.0131958792062","18.3743384366162","15.5704287015188","12.2193412935257","11.1637812974371","9.77474083001589",
"Lao PDR","LAO","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.903","","","","","4.647","","6.479","","","","","2.347","","",
"Lebanon","LBN","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.24","","","22.29","","","","","","","","","","","","24.449","","","","","",
"Liberia","LBR","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.505","","","","1.892","","2.398","8.707","","","","","","","",
"Libya","LBY","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.82","","","","","","","","","","","","",
"St. Lucia","LCA","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.18","37.1","","","","","","","","","","","","","47.002","44.824","39.59","44.893","46.428","36.942","32.166","25.221",
"Latin America & Caribbean","LCN","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.4684874881257","","","","","","13.2148654029287","13.3055645030713","13.6916534066616","13.9185780221198","12.0041085321176","11.8130317348666","11.7161147206932","13.1030945404988","","11.7375175400919","11.0532753885025","11.3155883454136","11.2506622340565","11.8082313772995","14.1350248363119","14.9202330486482","15.2191237522054","15.2526940267995","18.5198658704445","15.9019903380394","12.5524223385339","11.574239244209","10.2350616911369",
"Least developed countries: UN classification","LDC","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.05","19.94","","","21.65","21.18","20.4","17.46","17.07","14.19","17.1","16.088","12.581","13.99","14.68","15.853","16.275","16.769","14.601","16.559","17.122","21.518","20.979","19.83","","",
"Lower middle income","LMC","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.3353075693394","","","","","","","","","","8.3890101137693","","10.1276169205438","","","","","","20.764718354399","18.6067587909031","19.5172427999595","17.3244088245539","14.5943659151625","12.8413796813524","",
"Low & middle income","LMY","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.7006502530661","","","","","","","","","","","","","","","","","","","","","","","","",
"Lesotho","LSO","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.8","","","","","","","","","44.3","","","","","","","","","","","18.638","","","","","23.257",
"Late-demographic dividend","LTE","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.7823225661532","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.291","28.842","29.515","36.613","19.593","22.215","22.462","15.97","9.99","6.992","12.97","35.058","38.957","34.876","29.717","22.989","19.642","16.021","15.898","14.568","11.988","14.12","21.451","13.985","13.371","17.226","16.038",
"Luxembourg","LUX","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","5.562","5.118","6.404","5.486","4.246","4.642","2.868","2.831","2.711","4.213","4.428","8.49","6.738","10.08","5.598","5.821","6.196","5.66","7.113","5.338","9.73","12.094","11.742","17.011","13.538","12.528","15.35","16.948","14.005","16.378","17.848","24.279","20.627","21.795","17.764","16.269","17.776","24.842","20.868","16.686","15.569","24.447",
"Latvia","LVA","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.615","26.24","20.973","24.291","25.206","16.113","15.599","12.818","11.93","10.975","14.008","36.425","37.339","31.316","27.793","21.844","19.367","18.024","21.359","18.265","12.492","14.214","14.397","14.937","19.423","14.298","13.151",
"Macao SAR, China","MAC","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.173","10.387","13.559","17.96","15.741","15.033","16.241","17.593","13.934","11.111","8.621","9.005","7.658","9.8","7.65","6.97","7.14","5.49","","5.7","6.494","6.653","6.416","5.642","10.09","","","","",
"St. Martin (French part)","MAF","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","21.264","","","","","","","","30.9","","","","29.565","","","","34.68","22.12","","19.66","17.89","17.43","15.76","16.17","17.53","16.53","19.06","17.43","18.19","18.09","18.42","19.44","20.78","20.54","22.05","","","","","28.42","28.73","","",
